,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Dec,Side,CabinCrowdness
30,1,0,1,0.3556792483756053,0,-0.3083663652939572,3.449760278038143,-0.30802725610859516,1.02296031638657,0.026225149247656412,0,2,0,-0.5632102127537257
31,2,0,2,0.9773830585527995,0,1.4232001662975335,-0.27940459267927553,-0.06809870658687521,-0.2268235927650796,-0.2664216555173374,0,5,0,-0.5632102127537257
32,0,0,2,0.21752284611400657,0,-0.3429035037300522,0.24254339680035666,-0.16512863470227665,0.12293607677448269,0.137752132770901,0,6,1,-0.5632102127537257
33,2,0,2,1.253695863075997,0,-0.006951338942582551,-0.27940459267927553,2.181231445179249,-0.2699815982609639,0.8301116464832035,1,5,0,1.107178919042794
34,2,0,2,-1.8548231878099741,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,0,1.107178919042794
35,2,0,2,-0.6114155674555857,0,-0.3429035037300522,-0.27940459267927553,2.7792886384723596,0.6201522650916497,-0.2664216555173374,1,5,0,1.107178919042794
36,1,1,1,-0.05878995840919084,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,1,1,-0.5632102127537257
37,2,0,1,-0.4041809640631876,0,0.8878745205380609,0.3125458330364485,-0.30802725610859516,0.5850863856262437,-0.2664216555173374,0,1,0,-0.5632102127537257
39,0,0,1,-0.6114155674555857,0,0.5268044368879767,-0.15966358332806577,-0.30802725610859516,2.0731384501197545,-0.2664216555173374,0,5,1,-0.5632102127537257
40,0,1,1,0.07936644385240786,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,0,-0.5632102127537257
41,0,1,2,-0.8186501708479837,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,0,-0.5632102127537257
42,1,0,2,1.1155394608143983,0,-0.3429035037300522,-0.17869933353261708,-0.22863913310508488,1.9877215642424835,0.4964229117816556,0,3,0,-0.5632102127537257
43,0,1,2,1.8063214721223917,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,0,1.107178919042794
44,0,1,1,-1.7166667855483753,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,0,1.107178919042794
45,0,1,0,-0.5423373663247864,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,0,1.107178919042794
46,2,0,2,-0.5423373663247864,0,1.1798703273159552,-0.27940459267927553,0.009525235905445953,-0.2699815982609639,-0.20931983995343617,0,5,0,-0.5632102127537257
48,0,0,1,0.42475744950640465,0,0.8972937401115414,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,0,1,-0.5632102127537257
49,0,0,2,1.875399673253191,0,-0.3429035037300522,-0.21063026935960633,-0.30802725610859516,0.9699119346312121,-0.15311024025772088,0,0,1,-0.5632102127537257
51,0,0,2,-0.2660245618015889,0,-0.3429035037300522,-0.27940459267927553,3.110954574575914,-0.2699815982609639,-0.26552943964915143,1,5,1,-0.5632102127537257
52,1,0,2,-1.8548231878099741,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,4,1,1.107178919042794
53,1,1,2,0.6319920528988027,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,4,1,1.107178919042794
54,1,0,2,-0.1278681595399902,0,0.09509020643678907,0.09209956453858034,5.6443177886434865,-0.012831815514653316,-0.26374500791277955,1,4,1,1.107178919042794
55,0,1,0,0.49383565063720397,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,1,-0.5632102127537257
56,0,0,2,-0.473259165193987,0,-0.27225935692894876,0.39360128552034435,-0.0469285404526058,0.9681136844022169,-0.26552943964915143,0,5,1,-0.5632102127537257
57,0,0,2,2.289868880037987,0,-0.3429035037300522,0.08411683058183302,-0.30802725610859516,-0.2546964713145049,-0.24411625881268847,0,5,1,-0.5632102127537257
60,0,0,2,2.289868880037987,0,-0.3413336338011388,-0.18545395457294173,0.039516304595660946,-0.2699815982609639,0.1439976438482027,0,6,0,-0.5632102127537257
61,0,1,0,-1.9929795900715728,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,1,0.27198435314453423
62,0,0,2,-0.7495719697171844,0,-0.3413336338011388,-0.12097802646075186,0.4787972518817511,-0.2699815982609639,-0.2664216555173374,1,6,1,0.27198435314453423
63,0,0,1,-0.5423373663247864,0,2.7120633779354426,-0.2566845037254562,-0.30802725610859516,-0.2699815982609639,-0.24500847468087444,0,5,1,-0.5632102127537257
66,0,0,2,-0.680493768586385,0,-0.04462821723650438,-0.27940459267927553,-0.2992063535526496,-0.2690824731464663,0.3813270647856672,0,5,0,-0.5632102127537257
67,0,0,2,-0.8186501708479837,0,-0.31778558486743763,1.0500276393482582,-0.30802725610859516,-0.2699815982609639,-0.22002643037166764,0,5,0,-0.5632102127537257
68,0,0,2,-1.0258847742403818,0,-0.3429035037300522,-0.2787905362210642,-0.30802725610859516,-0.2699815982609639,0.6820038123643346,0,5,1,-0.5632102127537257
69,2,0,0,0.5629138517680033,0,-0.27068948700003537,-0.22843790664773495,0.9939379611489733,-0.2699815982609639,-0.2557150650991059,0,1,0,-0.5632102127537257
70,1,0,2,0.9083048574220001,0,-0.3413336338011388,4.876827486921279,-0.30802725610859516,-0.2699815982609639,0.18503957378475672,1,2,1,-0.5632102127537257
71,2,0,2,-0.1278681595399902,0,-0.112132624179781,-0.27940459267927553,1.487908504281926,-0.2699815982609639,-0.2664216555173374,1,5,1,-0.5632102127537257
72,2,0,2,-0.05878995840919084,0,-0.32092532472526447,-0.27940459267927553,1.9765865058813115,-0.2699815982609639,-0.2664216555173374,1,5,0,-0.5632102127537257
73,1,0,2,0.6319920528988027,0,-0.3429035037300522,3.306685123274903,-0.30802725610859516,0.018637563492762316,8.347030335949889,0,2,1,-0.5632102127537257
74,0,1,2,-1.0949629753711811,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,1,-0.5632102127537257
75,2,0,2,0.9083048574220001,0,11.283553189802658,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,5,0,0.27198435314453423
76,2,1,2,-1.8548231878099741,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,0,0.27198435314453423
78,0,0,2,-0.3351027629323883,0,0.7371670073623736,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.25125398575817615,1,6,1,-0.5632102127537257
79,1,1,2,0.7701484551604014,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,2,1,-0.5632102127537257
80,0,0,2,0.9773830585527995,0,-0.01166094872932278,-0.27940459267927553,-0.30802725610859516,0.3036602247884982,0.19128508486205842,0,5,0,-0.5632102127537257
81,2,1,0,1.1155394608143983,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,0,1,-0.5632102127537257
82,0,1,2,0.42475744950640465,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,1,-0.5632102127537257
83,0,1,2,-0.19694636067078955,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,1,-0.5632102127537257
84,0,0,2,-0.1278681595399902,0,-0.3413336338011388,0.1485927586940229,-0.2533376602617325,-0.10094607673541708,-0.2664216555173374,0,5,1,-0.5632102127537257
85,0,0,2,-0.680493768586385,0,-0.3429035037300522,-0.27940459267927553,0.8739736863881133,-0.2690824731464663,-0.23608631599901486,0,6,0,1.107178919042794
86,0,1,2,-1.9929795900715728,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,0,1.107178919042794
87,0,1,2,-1.7857449866791746,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,0,1.107178919042794
88,1,0,2,1.7372432709915924,0,-0.3429035037300522,0.4623756088400135,-0.30802725610859516,-0.2672842229174711,0.30191985251711706,0,4,1,-0.5632102127537257
89,0,0,2,-0.19694636067078955,0,-0.3429035037300522,0.24622773554962465,-0.2992063535526496,-0.24120959459704105,-0.2664216555173374,0,6,0,0.27198435314453423
90,0,0,2,-0.19694636067078955,0,-0.3429035037300522,1.4467081113527787,1.38029349309939,-0.2699815982609639,-0.18879887498515915,1,6,0,0.27198435314453423
91,0,0,0,-0.4041809640631876,0,0.1453260441620182,-0.017202485023036757,0.6199316927768805,-0.2367139690245531,-0.2664216555173374,0,5,0,-0.5632102127537257
94,0,0,2,-0.7495719697171844,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,0.47629224677203535,-0.18523001151241533,0,5,1,-0.5632102127537257
95,0,0,2,-0.3351027629323883,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.25125398575817615,1,5,1,-0.5632102127537257
96,0,1,1,-1.3712757798943787,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,1,0.27198435314453423
97,0,1,2,-1.5785103832867766,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,1,0.27198435314453423
99,2,0,2,-0.5423373663247864,0,2.393379782366021,-0.2763343103882189,-0.27803618741838015,-0.2699815982609639,-0.2664216555173374,0,1,1,-0.5632102127537257
100,0,1,2,-0.4041809640631876,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,1,-0.5632102127537257
105,1,0,2,0.9083048574220001,0,3.1249391692396693,6.731892047177713,-0.30802725610859516,1.4095841156205333,0.13061440582541334,1,3,0,0.27198435314453423
106,1,1,2,-0.05878995840919084,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,3,0,0.27198435314453423
107,1,1,2,0.010288242721608514,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,0,1,-0.5632102127537257
108,1,0,1,1.3227740642067962,1,-0.3429035037300522,1.2784566418028738,-0.15454355163514194,-0.2546964713145049,-0.25482284923091997,1,3,1,-0.5632102127537257
109,0,0,2,2.428025282299586,0,-0.3429035037300522,-0.27940459267927553,1.110373874887455,-0.2699815982609639,-0.2664216555173374,1,5,0,-0.5632102127537257
110,0,0,2,-0.1278681595399902,0,-0.2141741695591526,-0.1829977287400964,0.44880618319153615,-0.055989821010537615,-0.26552943964915143,0,6,1,-0.5632102127537257
112,1,0,2,0.28660104724480595,0,-0.3413336338011388,1.0856429139245154,-0.30802725610859516,-0.25919209688699285,0.09403355522978912,1,1,0,-0.5632102127537257
114,1,1,2,-1.0949629753711811,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,4,0,-0.5632102127537257
115,2,1,2,-0.3351027629323883,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,0,-0.5632102127537257
116,0,0,2,0.010288242721608514,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,0.35850685677285116,-0.2003976812715766,0,6,1,-0.5632102127537257
117,0,0,2,-0.7495719697171844,0,-0.25656065763981467,0.08718711287288969,-0.2215824110603284,-0.2699815982609639,-0.26552943964915143,0,5,0,-0.5632102127537257
118,2,1,2,2.6352598856919838,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,1,-0.5632102127537257
119,2,0,2,0.42475744950640465,0,0.7575753164382479,-0.27940459267927553,0.21417017520338355,-0.2699815982609639,-0.24411625881268847,0,0,1,-0.5632102127537257
120,2,0,2,2.2207906789071874,1,3.3510004390032004,-0.07430973563669063,-0.2921496315078931,0.014141937920274369,-0.2646372237809655,0,1,1,-0.5632102127537257
121,2,0,2,1.1155394608143983,0,2.958532956774848,-0.27572025393000754,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,0,1,-0.5632102127537257
122,0,1,0,-0.473259165193987,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,1,-0.5632102127537257
123,2,1,2,-0.680493768586385,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,1,-0.5632102127537257
124,2,0,2,0.49383565063720397,0,3.955400361634863,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,1,1,-0.5632102127537257
125,0,0,2,-0.680493768586385,0,-0.3429035037300522,-0.2708078022643169,0.9798245170594603,-0.2699815982609639,-0.2664216555173374,1,6,0,-0.5632102127537257
127,0,1,2,-1.0949629753711811,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,0,-0.5632102127537257
129,1,1,1,0.42475744950640465,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,2,1,-0.5632102127537257
130,0,1,2,-0.3351027629323883,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,0,-0.5632102127537257
131,0,0,2,-0.19694636067078955,0,0.34783926499184803,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,0.14578207558457462,0,5,0,-0.5632102127537257
132,2,0,2,0.14844464498320722,0,-0.3429035037300522,-0.27940459267927553,-0.13690174652325077,-0.2699815982609639,-0.2664216555173374,0,5,0,-0.5632102127537257
133,0,0,2,-0.6114155674555857,0,-0.3429035037300522,-0.02150088023051608,0.06245065124111947,-0.2699815982609639,-0.2664216555173374,1,5,1,-0.5632102127537257
134,0,0,2,1.875399673253191,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,1,-0.5632102127537257
135,0,1,2,1.4609304664683949,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,1,-0.5632102127537257
136,2,0,2,0.9083048574220001,0,1.339997060065123,-0.27940459267927553,-0.290385450996704,-0.2699815982609639,-0.19861324953520468,0,5,0,-0.5632102127537257
138,0,1,1,0.6319920528988027,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,0,-0.5632102127537257
140,0,0,2,-0.473259165193987,0,6.123390733464282,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.21199648755799402,0,6,0,-0.5632102127537257
141,1,1,2,-0.19694636067078955,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,3,0,0.27198435314453423
142,1,1,2,-0.8186501708479837,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,3,0,0.27198435314453423
143,0,0,2,1.9444778743839903,0,-0.26441000728438174,0.7571227087814528,-0.30802725610859516,-0.2699815982609639,-0.14597251331223324,1,6,1,0.27198435314453423
144,0,1,0,-0.8186501708479837,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,1,0.27198435314453423
146,2,1,2,-1.0949629753711811,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,1,0.27198435314453423
147,2,0,2,-0.1278681595399902,0,1.7999689492367517,-0.27940459267927553,-0.2233465915715175,-0.25020084574201695,-0.14418808157586133,0,5,1,0.27198435314453423
148,0,1,2,0.14844464498320722,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,0,-0.5632102127537257
149,0,0,2,-0.3351027629323883,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.07127494795699663,0.23946474174410007,0,0,1,-0.5632102127537257
150,0,1,0,-0.680493768586385,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,1,-0.5632102127537257
151,0,1,2,0.21752284611400657,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,0,-0.5632102127537257
153,0,0,1,-0.5423373663247864,0,0.10764916586809635,-0.27940459267927553,-0.27980036792956925,-0.1665822100937411,-0.11028387858479496,0,5,0,-0.5632102127537257
154,1,0,2,0.6319920528988027,0,-0.3429035037300522,6.073623523975165,-0.306263075597406,13.18992136576795,1.6170460422232174,0,3,1,-0.5632102127537257
155,2,0,2,0.6319920528988027,0,5.016632433580328,-0.27940459267927553,-0.023994193807147273,-0.2448060950550314,-0.16024796720320855,0,1,1,-0.5632102127537257
156,0,0,2,-0.680493768586385,0,-0.3413336338011388,-0.1449262283309938,0.8792662279216807,-0.26818334803196875,-0.25660728096729185,1,6,0,1.107178919042794
157,0,0,2,-1.9929795900715728,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,0,1.107178919042794
158,0,0,2,-1.7857449866791746,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,0,1.107178919042794
159,0,0,2,-0.6114155674555857,0,-0.3429035037300522,-0.27940459267927553,-0.30273471457502776,-0.001143189026184653,-0.18433779564422936,0,6,0,-0.5632102127537257
160,1,1,2,-0.3351027629323883,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,2,0,-0.5632102127537257
161,0,0,2,0.5629138517680033,0,-0.31621571493852424,-0.18975234978042105,0.4435136416579688,-0.2699815982609639,-0.059427574098195435,1,5,1,-0.5632102127537257
162,0,0,2,-0.2660245618015889,0,-0.24557156813742081,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,0.5865367144684372,0,6,0,-0.5632102127537257
163,0,1,2,1.875399673253191,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,1,-0.5632102127537257
164,0,0,1,1.3918522653375955,0,-0.2110344297013258,-0.27756242330464154,0.39940912887824087,-0.08835832513245083,-0.17898450043511363,0,0,0,-0.5632102127537257
166,0,1,2,-1.9239013889407734,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,0,1.107178919042794
167,0,0,2,-1.440353981025178,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,0,1.107178919042794
168,0,0,2,0.7010702540296021,0,-0.3429035037300522,-0.27940459267927553,-0.290385450996704,0.5374327545578714,-0.2664216555173374,0,6,0,1.107178919042794
169,2,1,2,-1.8548231878099741,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,0,1.107178919042794
170,2,0,2,-0.4041809640631876,0,-0.3429035037300522,-0.27940459267927553,-0.2939138120190822,0.693880524480452,-0.2664216555173374,0,5,0,1.107178919042794
171,2,0,2,-1.9929795900715728,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,0,1.107178919042794
172,2,0,2,0.7010702540296021,0,0.2944636874087921,-0.27940459267927553,1.2215172470923694,-0.2699815982609639,-0.2664216555173374,1,5,0,-0.5632102127537257
173,2,0,0,-0.2660245618015889,0,1.3085996614868547,-0.27940459267927553,0.96041853143638,-0.2699815982609639,-0.2601761444400357,0,1,0,-0.5632102127537257
174,1,0,2,0.49383565063720397,0,-0.3429035037300522,0.31745828470213916,-0.30802725610859516,0.4448228677646197,0.2466024686895877,0,2,0,-0.5632102127537257
176,0,1,2,-0.7495719697171844,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,1,-0.5632102127537257
177,0,1,2,-0.9568065731095824,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,6,0,-0.5632102127537257
178,1,1,2,0.42475744950640465,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,3,1,0.27198435314453423
179,1,1,2,1.253695863075997,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,3,1,0.27198435314453423
180,1,1,1,1.1155394608143983,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,3,0,-0.5632102127537257
182,1,1,2,1.5300086675991944,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,2,1,-0.5632102127537257
183,0,0,2,0.010288242721608514,0,-0.3429035037300522,-0.27817647976285287,-0.1915913423701134,-0.2699815982609639,0.3625905315537621,0,6,1,-0.5632102127537257
185,0,1,0,-0.680493768586385,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,0,6,0,-0.5632102127537257
187,2,0,2,0.010288242721608514,0,1.0731191721498432,-0.2787905362210642,-0.06633452607568609,-0.2699815982609639,-0.2664216555173374,1,5,0,1.107178919042794
188,2,1,2,-1.2331193776327798,0,-0.3429035037300522,-0.27940459267927553,-0.30802725610859516,-0.2699815982609639,-0.2664216555173374,1,5,0,1.107178919042794
189,2,0,2,-0.8186501708479837,0,0.9883461959885191,-0.27940459267927553,0.23357616082646385,-0.10634082742240263,-0.2664216555173374,0,5,0,1.107178919042794
190,0,0,2,-1.0949629753711811,0,-0.041488477378677564,-0.27940459267927553,-0.30802725610859516,-0.22412621742158684,0.3929258710720846,0,0,0,-0.5632102127537257
191,0,0,2,0.42475744950640465,0,-0.112132624179781,-0.1639619785355451,-0.30802725610859516,-0.260990347115988,0.07886588547062785,0,5,0,-0.5632102127537257
192,0,0,2,-0.5423373663247864,0,0.23323876018116912,-0.10685472792189123,-0.30802725610859516,-0.2699815982609639,-0.1361581387621877,0,5,0,-0.5632102127537257
193,0,0,1,-0.5423373663247864,0,-0.3429035037300522,-0.24501743101944093,-0.30802725610859516,-0.2699815982609639,1.4448483796633276,0,5,1,-0.5632102127537257
194,0,0,2,0.6319920528988027,0,2.03858917843159,-0.27940459267927553,-0.30802725610859516,-0.245705220169529,-0.2664216555173374,0,5,0,-0.5632102127537257
